Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
down_votes,0,41,35951360,15731,1,359,119790,18,862
down_votes,1,235,36464291,26890,2,649,458742,17,1575
down_votes,2,235,36756356,26890,0,649,458742,15,1575
down_votes,0,235,36390323,26890,0,649,458742,14,1575
down_votes,4,235,36912477,26890,1,649,458742,17,1575
down_votes,0,235,36878229,26890,0,649,458742,4,1575
down_votes,4,235,34257742,26890,0,649,458742,18,1575
down_votes,3,235,36848453,26890,0,649,458742,14,1575
down_votes,2,235,36608659,26890,2,649,458742,19,1575
down_votes,0,519,18674135,16616,0,872,933633,19,1145
down_votes,1,64,35725627,4335,3,2143,1543300,18,335
down_votes,6,56,20458662,4583,0,1677,2413722,19,298
down_votes,0,55,37658824,29477,0,4511,97614,14,2307
down_votes,1,55,37299878,29477,1,4511,97614,13,2307
down_votes,0,283,37746794,16763,0,1425,39643,10,1393
down_votes,0,283,37597279,16763,0,1425,39643,13,1393
down_votes,0,80,34630953,26041,0,1797,319618,17,2531
down_votes,3,80,37054007,26041,0,1797,319618,16,2531
down_votes,0,80,37302289,26041,0,1797,319618,8,2531
down_votes,0,80,37437499,26041,0,1797,319618,11,2531
down_votes,0,131,27919615,2609,0,481,1459786,17,352
down_votes,0,158,34420509,9331,0,509,148381,19,800
down_votes,0,962,33335353,26919,0,6113,495796,7,5170
down_votes,0,962,34311118,26919,0,6113,495796,14,5170
down_votes,0,962,37008273,26919,0,6113,495796,8,5170
down_votes,0,962,31840847,26919,-1,6113,495796,19,5170
down_votes,0,106,37542626,31771,0,3826,706456,8,2398
down_votes,1,71,37256326,1370,0,1013,4846642,14,136
down_votes,2,41,36865409,10419,0,652,774395,15,798
down_votes,0,41,37026321,10419,0,652,774395,11,798
down_votes,0,128,36716727,3849,0,388,847553,17,389
down_votes,0,812,33945688,1879,0,2172,1430750,19,287
down_votes,0,160,36848388,20915,0,329,1936622,16,2283
down_votes,8,434,35481583,4693,2,753,5897602,19,795
down_votes,8,434,35339260,4693,0,753,5897602,16,795
down_votes,0,434,35408189,4693,0,753,5897602,9,795
down_votes,0,434,36049248,4693,0,753,5897602,17,795
down_votes,5,434,35428222,4693,1,753,5897602,19,795
down_votes,1,89,36035600,6197,0,453,42473,18,687
down_votes,0,66,22075789,31307,0,637,47775,18,2689
down_votes,0,157,36504302,10959,0,1383,695749,14,1118
down_votes,3,157,37280132,10959,0,1383,695749,13,1118
down_votes,2,157,36627861,10959,0,1383,695749,14,1118
down_votes,0,556,34933952,5394,0,529,2283946,15,1032
down_votes,1,556,35913125,5394,1,529,2283946,16,1032
down_votes,0,187,37611830,1348,0,244,2501384,17,283
down_votes,2,42,17942635,46915,1,845,20400,19,3414
down_votes,1,42,31407943,46915,0,845,20400,19,3414
down_votes,0,62,35035347,30536,0,2272,151641,15,2146
down_votes,0,449,34024347,21315,0,1037,229792,16,2092
down_votes,0,449,24123905,21315,1,1037,229792,17,2092
down_votes,0,129,36952988,6231,0,511,343889,16,517
down_votes,1,49,37397905,4134,0,57,1125251,17,377
down_votes,0,49,37727370,4134,0,57,1125251,13,377
down_votes,0,49,34109248,4134,0,57,1125251,18,377
down_votes,0,71,35196573,11377,2,1658,283538,14,1549
down_votes,0,71,31544565,11377,0,1658,283538,17,1549
down_votes,0,71,30476966,11377,0,1658,283538,18,1549
down_votes,1,71,33456802,11377,0,1658,283538,19,1549
down_votes,0,71,36644210,11377,0,1658,283538,8,1549
down_votes,0,66,28745824,6377,0,2848,93910,19,746
down_votes,15,58,29394831,3824,0,142,2346961,13,330
down_votes,0,58,19536222,3824,1,142,2346961,15,330
down_votes,0,168,37504908,20437,0,536,42106,17,2845
down_votes,1,168,37551796,20437,1,536,42106,14,2845
down_votes,0,65,37141463,4542,-1,39,1061257,18,216
down_votes,0,41,15895202,4872,0,1248,353268,19,307
down_votes,0,8468,37281540,34547,0,4550,545127,8,9516
down_votes,0,189,31655571,32311,0,2468,429427,13,1155
down_votes,0,56,14520818,3997,0,371,962144,16,293
down_votes,0,348,31612292,25678,0,601,1153938,10,1440
down_votes,0,109,34652003,2643,0,295,1659527,7,122
down_votes,0,109,37319564,2643,0,295,1659527,9,122
down_votes,0,109,37698599,2643,0,295,1659527,15,122
down_votes,0,216,37347105,23113,0,772,3233,19,1006
down_votes,3,116,36970447,23815,0,4548,1079110,16,2002
down_votes,0,116,35235854,23815,0,4548,1079110,18,2002
down_votes,0,49,33940373,10281,0,337,1480018,15,1623
down_votes,0,49,32590235,10281,0,337,1480018,12,1623
down_votes,0,115,34995038,4552,0,927,295852,18,245
down_votes,0,154,37732549,5848,0,1173,452748,12,1303
down_votes,0,470,36269222,3330,0,895,1937198,10,396
down_votes,0,314,36071704,2375,-2,1205,5111870,15,709
down_votes,0,1057,36598045,11908,0,478,546871,13,2819
down_votes,3,69,35296406,2747,0,106,2131092,11,152
down_votes,0,41,37251455,3577,0,915,1687972,14,293
down_votes,2,41,37676760,3577,0,915,1687972,19,293
down_votes,0,1022,33372277,47168,0,7845,13744,12,3339
down_votes,0,157,37355729,8261,0,507,3248346,13,654
down_votes,0,157,37282385,8261,0,507,3248346,16,654
down_votes,0,321,28997927,850,0,38,2154163,18,160
down_votes,2,45,36657183,4354,0,157,109347,12,708
down_votes,3,45,37309611,4354,0,157,109347,17,708
down_votes,1,42,32539364,21155,0,1006,442351,17,1225
down_votes,0,42,34666765,21155,0,1006,442351,17,1225
down_votes,0,42,37577837,21155,0,1006,442351,11,1225
down_votes,0,42,36508334,21155,0,1006,442351,13,1225
down_votes,1,42,35208692,21155,0,1006,442351,16,1225
down_votes,3,42,27234656,21155,0,1006,442351,17,1225
down_votes,2,42,28005285,21155,0,1006,442351,19,1225
down_votes,0,42,33879230,21155,0,1006,442351,15,1225
down_votes,2,42,32797001,21155,0,1006,442351,17,1225
down_votes,1,42,37622635,21155,0,1006,442351,11,1225
down_votes,0,42,33917916,21155,0,1006,442351,5,1225
down_votes,5,42,37597375,21155,0,1006,442351,17,1225
down_votes,1,42,37262857,21155,0,1006,442351,17,1225
down_votes,1,42,33271278,21155,0,1006,442351,7,1225
down_votes,0,42,26567762,21155,1,1006,442351,17,1225
down_votes,0,300,35605944,968,0,310,1091152,13,355
down_votes,0,86,37005281,6625,0,659,1100874,5,767
down_votes,2,86,37680122,6625,2,659,1100874,17,767
down_votes,0,86,33438567,6625,0,659,1100874,14,767
down_votes,0,93,22450858,6061,0,301,537980,17,1261
down_votes,0,272,30871945,63153,0,2547,16511,15,4808
down_votes,1,102,33997496,9272,-1,1728,39722,19,1250
down_votes,0,572,37466249,55945,0,2228,37947,19,3541
down_votes,0,42,34338123,1626,0,158,2887713,13,504
down_votes,2,42,24405881,1626,0,158,2887713,19,504
down_votes,2,42,24776687,1626,0,158,2887713,13,504
down_votes,0,46,36445618,48375,1,1526,11898,17,2398
down_votes,0,46,26648659,48375,1,1526,11898,16,2398
down_votes,0,595,33067682,22540,0,2471,15371,18,1276
down_votes,0,595,34655850,22540,0,2471,15371,19,1276
down_votes,0,595,30827959,22540,1,2471,15371,17,1276
down_votes,0,158,32126303,12393,0,604,1239189,11,3044
down_votes,0,48,4142174,7618,0,253,450456,15,3565
down_votes,0,48,34989087,7618,0,253,450456,19,3565
down_votes,0,409,36910912,106900,0,2692,1317805,11,9067
down_votes,0,409,35842913,106900,0,2692,1317805,13,9067
down_votes,0,80,36722862,34287,0,1230,687677,4,2485
down_votes,0,97,36953621,235072,0,927,6068,11,10965
down_votes,0,97,33842576,235072,0,927,6068,6,10965
down_votes,0,97,37257134,235072,1,927,6068,18,10965
down_votes,0,97,29285164,235072,1,927,6068,17,10965
down_votes,0,97,37330755,235072,0,927,6068,10,10965
down_votes,0,97,36912191,235072,0,927,6068,19,10965
down_votes,0,97,37093383,235072,1,927,6068,11,10965
down_votes,0,100,35865657,22378,0,629,302533,16,2385
down_votes,0,100,30927087,22378,0,629,302533,17,2385
down_votes,0,80,37457359,3015,0,66,2499892,6,211
down_votes,0,80,36699080,3015,0,66,2499892,14,211
down_votes,5,80,36007765,3015,0,66,2499892,16,211
down_votes,0,133,37762861,5299,0,275,5045227,6,620
down_votes,0,133,37735653,5299,0,275,5045227,16,620
down_votes,0,133,34471653,5299,0,275,5045227,15,620
down_votes,0,133,34379636,5299,0,275,5045227,16,620
down_votes,0,133,37332044,5299,0,275,5045227,6,620
down_votes,5,133,34004091,5299,0,275,5045227,18,620
down_votes,0,133,35531842,5299,1,275,5045227,18,620
down_votes,0,707,37254140,32662,1,2579,1612146,16,2318
down_votes,1,45,25057804,4481,0,386,2131689,12,459
down_votes,0,54,28297232,4747,0,422,2399571,17,457
down_votes,0,182,37271747,15546,0,1564,67258,17,1848
down_votes,0,409,30979217,5060,0,6825,2107722,13,3839
down_votes,5,148,31165184,1692,0,509,1178075,16,154
down_votes,0,148,32077293,1692,0,509,1178075,13,154
down_votes,0,148,34227824,1692,0,509,1178075,18,154
down_votes,0,148,37272712,1692,1,509,1178075,12,154
down_votes,0,759,26841113,20302,0,1361,3436942,19,2485
down_votes,0,1233,35731272,68266,2,3551,1066031,18,4633
down_votes,0,1294,33287672,24767,1,2417,1352288,9,2187
down_votes,4,1648,36012966,279695,0,1406,507674,18,22360
down_votes,0,50,32778364,6014,0,571,236755,12,318
down_votes,0,44,35655901,19231,0,812,240363,9,2131
down_votes,1,44,36016686,19231,0,812,240363,17,2131
down_votes,2,44,31158772,19231,0,812,240363,14,2131
down_votes,5,44,23643514,19231,0,812,240363,16,2131
down_votes,0,44,37647676,19231,0,812,240363,13,2131
down_votes,2,180,25392671,15300,0,850,2089006,19,978
down_votes,2,180,26961358,15300,0,850,2089006,15,978
down_votes,0,180,35295927,15300,0,850,2089006,13,978
down_votes,0,180,36889000,15300,0,850,2089006,14,978
down_votes,2,45,36796907,3320,0,164,42429,13,414
down_votes,1,45,35985068,3320,0,164,42429,17,414
down_votes,0,801,24846631,5502,0,792,1765866,17,1628
down_votes,0,801,24845436,5502,0,792,1765866,18,1628
down_votes,0,91,33978080,4710,0,670,1041691,6,617
down_votes,0,91,37544423,4710,0,670,1041691,19,617
down_votes,1,91,32350617,4710,0,670,1041691,9,617
down_votes,0,46,32587655,2233,0,246,216229,11,269
down_votes,0,41,37542543,8269,0,650,271907,6,1002
down_votes,0,41,37185140,8269,1,650,271907,18,1002
down_votes,2,41,34677763,8269,0,650,271907,17,1002
down_votes,1,41,35011617,8269,0,650,271907,18,1002
down_votes,0,41,17422598,8269,1,650,271907,16,1002
down_votes,1,41,34654772,8269,0,650,271907,11,1002
down_votes,0,41,37394624,8269,1,650,271907,12,1002
down_votes,0,129,33766335,3544,0,416,2595033,17,402
down_votes,3,849,28305484,16264,1,1507,930393,18,1744
down_votes,5,73,35300221,7143,0,1988,2038544,19,498
down_votes,0,47,36304482,2481,0,52,5409512,17,354
down_votes,13,47,36742878,2481,0,52,5409512,19,354
down_votes,1,143,31880901,6052,0,1101,5552,12,714
down_votes,0,143,27185451,6052,0,1101,5552,11,714
down_votes,2,154,36437227,1360,0,1227,6084335,12,121
down_votes,4,290,15047053,23645,0,3889,156755,16,5226
down_votes,0,139,22711565,12407,0,3683,351785,16,784
down_votes,0,154,31160283,197771,0,975,12870,17,9458
down_votes,2,67,33694764,29864,0,1496,15369,15,2531
down_votes,1,67,14952029,29864,0,1496,15369,19,2531
down_votes,2,67,36496541,29864,0,1496,15369,16,2531
down_votes,0,67,37659772,29864,0,1496,15369,13,2531
down_votes,3,67,36620216,29864,0,1496,15369,18,2531
down_votes,0,347,30803468,14620,0,662,28768,16,1750
down_votes,3,86,36541393,2683,0,414,159365,17,353
down_votes,2,47,37721959,20547,0,1360,1212017,19,3336
down_votes,1,47,34857556,20547,0,1360,1212017,16,3336
down_votes,0,47,35415022,20547,0,1360,1212017,17,3336
down_votes,0,266,37525980,24503,1,3232,1596545,16,2121
down_votes,1,266,37769510,24503,0,3232,1596545,8,2121
down_votes,0,319,37252735,12266,0,4760,180430,15,1008
down_votes,2,257,30054561,5822,0,4348,1075247,15,1198
down_votes,0,257,24806319,5822,0,4348,1075247,17,1198
down_votes,5,257,28318163,5822,0,4348,1075247,14,1198
down_votes,0,257,30331879,5822,1,4348,1075247,15,1198
down_votes,0,257,32801101,5822,0,4348,1075247,15,1198
down_votes,0,63,37455660,10692,0,444,424611,10,894
down_votes,0,63,36804264,10692,0,444,424611,15,894
down_votes,2,102,36481424,3538,0,126,3359782,16,932
down_votes,0,102,36628652,3538,0,126,3359782,18,932
down_votes,0,102,33241833,3538,0,126,3359782,14,932
down_votes,1,98,36735905,13238,0,92,125680,12,1495
down_votes,0,812,37410831,38113,0,1737,699224,16,3852
down_votes,3,51,37169759,7556,2,307,342932,19,1168
down_votes,0,51,32888936,7556,0,307,342932,17,1168
down_votes,0,2549,35725444,18807,0,3154,1084416,10,4475
down_votes,0,42,37145210,21884,0,1945,435129,17,2032
down_votes,0,42,37175235,21884,0,1945,435129,7,2032
down_votes,1,158,37748029,5353,0,1538,1998086,15,495
down_votes,0,158,37687399,5353,0,1538,1998086,4,495
down_votes,0,212,37054864,5809,0,625,2086401,11,893
down_votes,0,111,36970705,6195,-1,764,3310334,17,1344
down_votes,4,53,37751468,8226,0,1029,61311,12,1149
down_votes,0,53,35463486,8226,0,1029,61311,10,1149
down_votes,0,61,28649928,1402,0,164,1925536,15,401
down_votes,0,61,29820938,1402,0,164,1925536,15,401
down_votes,3,61,31555134,1402,0,164,1925536,9,401
down_votes,0,5348,37212604,212764,0,9057,82548,8,18175
down_votes,6,97,36488139,31238,0,412,183579,16,1644
down_votes,0,63,37169855,4823,0,241,559760,13,529
down_votes,0,63,33469380,4823,0,241,559760,10,529
down_votes,0,125,36841788,3545,0,1008,1100265,14,473
down_votes,0,176,37700898,32077,1,1115,7512,16,2978
down_votes,0,176,37274072,32077,0,1115,7512,18,2978
down_votes,0,117,37695339,12034,0,951,493762,11,529
down_votes,0,76,26176035,1465,0,199,2739654,15,187
down_votes,0,43,36041843,1474,0,503,2808373,19,159
down_votes,0,43,37466394,1474,0,503,2808373,11,159
down_votes,0,43,37256960,1474,0,503,2808373,8,159
down_votes,0,96,32864875,7104,0,979,67316,17,381
down_votes,0,55,33816055,3653,0,476,1626398,19,459
down_votes,2,55,28282291,3653,0,476,1626398,19,459
down_votes,0,42,34902206,11295,0,545,192993,14,805
down_votes,0,120,33428716,7146,0,450,1076743,17,1177
down_votes,0,120,15036385,7146,0,450,1076743,16,1177
down_votes,0,96,36742447,2805,0,200,2983749,13,209
down_votes,0,105,36035038,7512,0,7649,1658526,16,754
down_votes,0,105,27147119,7512,1,7649,1658526,13,754
down_votes,0,198,33542204,37327,0,1900,38522,13,2872
down_votes,1,198,24763792,37327,0,1900,38522,19,2872
down_votes,2,198,35154609,37327,0,1900,38522,18,2872
down_votes,0,198,32889015,37327,0,1900,38522,7,2872
down_votes,0,198,33732365,37327,0,1900,38522,13,2872
down_votes,0,198,34335316,37327,0,1900,38522,18,2872
down_votes,0,198,31853183,37327,0,1900,38522,15,2872
down_votes,1,198,34162465,37327,1,1900,38522,19,2872
down_votes,1,198,31301174,37327,-1,1900,38522,10,2872
down_votes,2,198,37729403,37327,0,1900,38522,15,2872
down_votes,0,198,36846139,37327,0,1900,38522,6,2872
down_votes,0,198,32850215,37327,0,1900,38522,17,2872
down_votes,2,198,32328862,37327,-1,1900,38522,18,2872
down_votes,0,198,28127067,37327,0,1900,38522,12,2872
down_votes,2,198,31304513,37327,0,1900,38522,18,2872
down_votes,1,198,33018072,37327,-1,1900,38522,19,2872
down_votes,0,198,32507199,37327,0,1900,38522,16,2872
down_votes,1,198,36920582,37327,0,1900,38522,14,2872
down_votes,1,461,36603045,2046,0,491,3317291,11,695
down_votes,0,64,37076074,49689,0,1752,463785,17,4102
down_votes,0,796,34719924,41176,0,1793,410636,16,3818
down_votes,0,173,37665667,9103,0,2008,1388292,9,677
down_votes,0,173,37707187,9103,2,2008,1388292,19,677
down_votes,7,45,33904826,6024,0,1804,400691,15,647
down_votes,2,136,37723155,5939,0,554,599911,17,974
down_votes,0,54,37575058,2021,0,140,1768811,9,259
down_votes,0,778,35155919,13466,2,920,789657,13,4388
down_votes,0,739,24325843,9204,0,787,1315498,15,787
down_votes,0,739,31969445,9204,0,787,1315498,13,787
down_votes,0,45,33103985,2196,0,3782,1060051,16,553
down_votes,1,45,31513570,2196,1,3782,1060051,17,553
down_votes,1,45,32496914,2196,0,3782,1060051,7,553
down_votes,0,72,36624645,3326,0,285,3697264,13,1003
down_votes,0,72,34963793,3326,0,285,3697264,18,1003
down_votes,2,72,33799179,3326,0,285,3697264,18,1003
down_votes,0,72,36007723,3326,0,285,3697264,18,1003
down_votes,0,72,35841476,3326,1,285,3697264,17,1003
down_votes,0,72,36448966,3326,0,285,3697264,10,1003
down_votes,0,72,36641650,3326,0,285,3697264,10,1003
down_votes,0,72,37633369,3326,0,285,3697264,18,1003
down_votes,3,484,27375605,28663,0,1577,21061,19,2387
down_votes,0,484,35343186,28663,2,1577,21061,17,2387
down_votes,2,484,37149731,28663,0,1577,21061,13,2387
down_votes,0,194,34476742,49892,0,492,191463,18,2449
down_votes,1,194,36572155,49892,1,492,191463,12,2449
down_votes,4,46,37080167,17310,1,3414,303612,17,4062
down_votes,2,46,37132635,17310,1,3414,303612,15,4062
down_votes,2,485,31963873,12628,2,5163,940834,18,1792
down_votes,0,44,32905095,6788,0,809,1324741,17,816
down_votes,0,44,37589968,6788,0,809,1324741,12,816
down_votes,6,44,25451919,6788,0,809,1324741,16,816
down_votes,0,171,34581020,16933,0,281,2332336,14,1275
down_votes,2,171,36182794,16933,0,281,2332336,13,1275
down_votes,0,171,37659417,16933,0,281,2332336,12,1275
down_votes,0,171,35989686,16933,0,281,2332336,13,1275
down_votes,0,206,29777108,4576,0,294,1638237,12,784
down_votes,0,206,30486884,4576,-2,294,1638237,16,784
down_votes,2,206,31050330,4576,1,294,1638237,19,784
down_votes,2,206,31561433,4576,0,294,1638237,18,784
down_votes,0,206,33497997,4576,0,294,1638237,18,784
down_votes,0,206,36769183,4576,1,294,1638237,14,784
down_votes,1,85,30646854,38542,1,2078,2071807,19,1978
down_votes,0,230,37620701,5073,0,578,2664985,16,460
down_votes,2,131,36650322,4312,0,301,4291805,12,808
down_votes,0,72,35577651,5708,1,591,4671754,18,913
down_votes,0,72,35723010,5708,0,591,4671754,14,913
down_votes,0,72,37750329,5708,0,591,4671754,11,913
down_votes,0,72,36886755,5708,0,591,4671754,14,913
down_votes,0,148,30875766,4882,0,519,777510,12,435
down_votes,0,148,35855776,4882,0,519,777510,15,435
down_votes,3,85,37613295,2240,0,217,2762432,12,176
down_votes,0,85,35204863,2240,0,217,2762432,9,176
down_votes,2,197,37660293,115343,-1,3682,99834,11,8228
down_votes,0,197,37590442,115343,0,3682,99834,16,8228
down_votes,4,197,31829286,115343,0,3682,99834,18,8228
down_votes,0,197,37481883,115343,0,3682,99834,8,8228
down_votes,4,197,37419130,115343,0,3682,99834,9,8228
down_votes,0,197,37387820,115343,0,3682,99834,18,8228
down_votes,0,197,37360946,115343,0,3682,99834,12,8228
down_votes,0,197,36839491,115343,0,3682,99834,18,8228
down_votes,0,197,37482139,115343,1,3682,99834,13,8228
down_votes,0,197,33961056,115343,0,3682,99834,19,8228
down_votes,0,197,36798121,115343,0,3682,99834,14,8228
down_votes,0,197,35743281,115343,0,3682,99834,6,8228
down_votes,0,197,33131808,115343,0,3682,99834,7,8228
down_votes,0,197,36182825,115343,1,3682,99834,16,8228
down_votes,1,197,36848864,115343,1,3682,99834,15,8228
down_votes,0,197,28238191,115343,-2,3682,99834,18,8228
down_votes,1,197,35969187,115343,0,3682,99834,12,8228
down_votes,0,197,31473580,115343,0,3682,99834,10,8228
down_votes,0,197,32849803,115343,0,3682,99834,6,8228
down_votes,3,197,36645933,115343,-1,3682,99834,16,8228
down_votes,0,197,37316597,115343,-2,3682,99834,18,8228
down_votes,4,97,34138658,7848,0,726,958464,18,1599
down_votes,0,97,36529702,7848,0,726,958464,17,1599
down_votes,4,97,34369756,7848,0,726,958464,16,1599
down_votes,0,97,37672500,7848,0,726,958464,10,1599
down_votes,0,97,36859135,7848,0,726,958464,16,1599
down_votes,0,49,37711112,6229,0,351,3607273,13,912
down_votes,0,49,37711034,6229,0,351,3607273,16,912
down_votes,2,49,37711073,6229,0,351,3607273,7,912
down_votes,0,49,37711100,6229,0,351,3607273,4,912
down_votes,3,49,31790967,6229,1,351,3607273,18,912
down_votes,0,49,37710995,6229,0,351,3607273,10,912
down_votes,0,45,34917026,12968,0,585,1290545,13,8792
down_votes,0,49,33430762,7955,1,477,2613662,15,422
down_votes,0,49,34338113,7955,0,477,2613662,11,422
down_votes,1,1138,36766631,5237,0,996,325900,18,919
down_votes,1,1138,34131406,5237,0,996,325900,14,919
down_votes,0,1615,37194265,16309,0,5329,1563422,8,5981
down_votes,0,220,37275084,5737,1,2206,1147385,17,968
down_votes,0,89,34557621,5544,0,1092,1238867,6,412
down_votes,0,376,32541887,4335,0,379,2075402,12,627
down_votes,2,42,21779692,2452,0,281,1082555,14,307
down_votes,0,46,14785041,4118,0,644,932727,19,963
down_votes,0,72,33632499,20390,0,505,178757,13,1317
down_votes,0,45,28830708,29561,0,273,289666,13,951
down_votes,0,126,34446666,23409,1,1452,202168,16,1690
down_votes,0,126,34432986,23409,0,1452,202168,14,1690
down_votes,0,126,23685447,23409,0,1452,202168,19,1690
down_votes,0,59,37480875,1142,0,79,1276856,8,438
down_votes,0,59,22478825,1142,0,79,1276856,14,438
down_votes,4,59,37253728,1142,0,79,1276856,10,438
down_votes,0,187,37501518,8963,1,582,17971,19,1496
down_votes,0,57,36737074,5863,0,1157,74302,17,968
down_votes,0,1204,32070717,24848,0,2483,500974,15,2310
down_votes,11,65,30335961,11494,1,367,404568,19,966
down_votes,0,65,35212468,11494,0,367,404568,14,966
down_votes,0,65,28997904,11494,0,367,404568,19,966
down_votes,0,48,37593991,2210,0,748,14250,19,458
down_votes,3,48,37393867,2210,0,748,14250,12,458
down_votes,0,135,36422911,7085,0,410,229587,11,845
down_votes,0,138,37545568,12653,0,1203,1010632,15,1381
down_votes,0,48,17834580,13103,0,3352,1741868,18,1310
down_votes,1,42,35890107,1844,0,179,2623395,17,237
down_votes,0,42,36935896,1844,0,179,2623395,15,237
down_votes,2,760,25726485,23454,0,834,978756,18,3974
down_votes,0,83,37118740,551,0,166,1098397,10,76
down_votes,0,46,34945667,4981,0,298,4659445,16,460
down_votes,3,322,34888017,28934,0,1294,31667,10,2418
down_votes,0,322,33771746,28934,1,1294,31667,10,2418
down_votes,0,69,36176828,16328,0,763,1577190,16,988
down_votes,0,55,30850819,9855,0,805,56672,15,1193
score,0,13,35837533,2073,1,1964,1499072,9,340
score,2,0,32527895,213,-1,11,3385136,16,65
score,2,5,36731362,1145,1,80,3420034,16,155
score,0,34,37351273,3053,-2,1154,4921194,16,520
score,0,18,35181680,5878,1,567,26778,19,757
score,0,28,37594513,27410,2,727,911930,16,2700
score,0,28,37752896,27410,1,727,911930,10,2700
score,0,28,35319247,27410,1,727,911930,19,2700
score,3,11,32661087,34006,-1,1262,683553,19,1640
score,7,46,32828267,1234,1,121,2393347,19,105
score,0,20,34416336,12889,1,695,400790,19,610
score,0,18,37747709,1311,1,137,600240,11,183
score,0,0,36678943,97,1,6,1306251,16,16
score,5,6,33318250,494,1,71,3518938,18,36
score,0,9,36501658,1971,1,655,3932615,18,179
score,2,0,37696036,585,-2,40,4755028,19,198
score,0,5,37596769,1202,-1,361,276809,9,146
score,3,5,33580402,419,1,90,2086789,18,56
score,1,7,36033966,2445,2,1005,1300519,19,211
score,2,7,37206649,2445,1,1005,1300519,14,211
score,0,19,33678023,2714,1,68,1718543,19,525
score,3,0,34951674,349,1,11,4382693,17,76
score,1,0,37742947,247,1,43,5836151,15,25
score,2,9,29388100,9020,1,201,114865,18,743
score,4,68,37644046,6627,1,595,1446048,13,828
score,0,6,33426480,1830,1,513,69850,19,193
score,0,23,37409985,3312,1,663,148424,18,532
score,3,19,33453626,3766,1,138,222018,15,226
score,0,19,34895645,3766,1,138,222018,18,226
score,5,24,36392629,2033,1,445,1030100,14,446
score,2,70,31138288,3704,-1,157,1373484,19,306
score,1,242,29592171,39423,1,2998,199700,16,6794
score,1,22,30578717,4727,1,333,478176,15,800
score,1,2,30817167,495,-2,53,2627859,16,116
score,0,6,32795869,7054,1,41,732379,17,264
score,1,50,35550853,34643,1,593,5975,10,2076
score,0,17,35454276,3198,1,170,63286,15,396
score,0,32,37211628,4092,2,1333,1517244,18,221
score,0,48,37390645,3103,2,353,1847261,14,168
score,2,0,26780835,479,1,103,3965274,13,48
score,2,461,37642104,187688,4,3899,324584,18,27257
score,1,1,36285705,1533,1,957,394639,14,150
score,0,6,37501449,409,1,25,946368,17,31
score,5,41,30095932,6573,1,315,1957849,18,765
score,0,0,37593683,133,1,6,671692,16,24
score,0,1,36740155,244,2,33,4948368,15,73
score,0,22,32996113,2202,1,61,2061989,14,334
score,0,4,37762433,6343,-1,22,460407,11,501
score,2,2,36812575,592,1,37,2332946,12,52
score,0,0,36991657,131,1,205,2363767,16,23
score,0,0,37136021,874,1,2,228674,18,147
score,0,46,35257135,18845,1,523,340819,10,828
score,0,46,34048849,18845,1,523,340819,18,828
score,0,0,36345476,117,-1,83,5525895,18,36
score,0,14,35507352,1219,1,98,128167,18,185
score,1,4,35706028,950,1,250,540768,19,129
score,0,47,20571259,5589,1,470,546060,9,560
score,0,7,36261507,6878,1,231,1603711,15,482
score,0,15,36612777,985,2,222,3571652,16,211
score,0,30,37730758,3812,-1,85,1067946,12,414
score,0,2,37565613,229,3,96,1729635,13,23
score,0,44,36560782,352,1,98,1094636,19,72
score,0,0,35777395,1147,1,17,1730723,17,105
score,2,0,35324933,1147,-1,17,1730723,17,105
score,0,21,37191403,964,1,200,5973797,19,114
score,0,28,29207658,1509,1,1947,486561,15,239
score,1,3,32460582,1494,1,13,591175,16,94
score,1,97,25306834,29043,1,625,898289,12,1786
score,0,1,34840928,219,1,28,144581,11,64
score,0,5,35672848,3532,1,61,657676,19,254
score,0,1,34849789,3336,1,820,2419808,17,342
score,1,1,23910293,3336,1,820,2419808,18,342
score,0,3,36099072,804,1,16,2800005,17,22
score,1,0,36729208,2098,1,10,138630,19,316
score,1,25,28415289,1740,-1,179,498090,18,249
score,0,959,33758207,7332,-1,324,630780,15,628
score,2,1,21533533,281,1,11,1286484,16,40
score,1,5,34050032,2777,1,122,3568,18,558
score,0,50,36691114,27417,1,971,436028,19,2815
score,0,0,35951816,2301,1,7,1203146,17,206
score,0,11,28297617,1397,1,496,1613695,15,100
score,5,1,37257918,1655,-3,113,1691735,19,213
score,0,10,37754334,4498,1,179,2257093,15,726
score,0,0,36288730,1033,1,69,3346628,17,137
score,0,0,36659910,1345,-1,48,4257468,18,87
score,0,0,28773910,69,1,1,469266,14,23
score,0,2,35895913,2475,1,425,1778169,19,531
score,0,26,26670652,11425,1,2805,27756,18,4847
score,0,7,33542549,2959,1,99,2277139,14,319
score,1,0,37505897,29,-4,0,5089944,15,19
score,1,0,37714356,37,-1,0,2665552,13,27
score,0,11,35179686,3496,1,561,4202984,7,243
score,1,80,36517808,17916,1,421,87739,16,1046
score,0,0,32363040,2081,2,106,726150,13,329
score,0,12,35307030,6812,1,567,3894430,19,176
score,0,12,37240492,6812,-1,567,3894430,19,176
score,5,0,33566938,309,1,6,5530683,17,35
score,0,730,35873641,79076,1,2571,102441,19,6176
score,0,1,37435875,274,1,18,545482,19,28
score,1,39,37012837,966,-1,86,1807486,19,164
score,0,34,37550152,2207,1,174,1243790,18,317
score,0,9,36676465,1823,1,49,4887407,14,131
